PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Label
0.3606672369065529,-0.4308995604704761,0.20386860044675836,-0.22265894312344234,0.0450070189953375,0.10070286147196987,0.0029402406522147343,-0.06596554711744877,0.014563295603457886,0.03478288342323782,0
-3.007625633338859,-3.2563637681239697,-3.1129229689770637,-2.5097898524617213,1.7943658617253746,-0.3004047784930304,0.10554352930094316,-0.02972620959326692,0.4368740489819911,0.6341900937001255,0
-0.5168411506234543,0.5445566667047465,0.2759854947159454,0.34953882186379054,-0.20228299691467785,0.05829197120780433,0.023496632462288794,0.004141277558304685,-0.1568531378815547,0.03992182718053192,0
-1.4794363014878176,-1.401206479028546,0.07791640811498751,-0.47655483658482284,0.02552688239515034,-0.1518799480173953,0.019901910353217696,0.051398451022049325,-0.05866759946561379,0.06232593606842049,0
0.49286018595331665,0.6881623159498426,-0.33406649351075735,0.07334479136994539,-0.16198927864926682,0.01949582362312203,-0.023513683041428632,0.0034408431722742546,0.003512132461386641,-0.023200385909384596,0
1.0446161280278516,-7.19943822965161,-0.8668955804570416,3.7929810301254885,0.02341741483233424,0.7218443391404392,-0.04441151352173358,-0.373649314390723,-0.5035730943993946,0.20035334679238223,1
0.24803168468222556,-0.04152920975395837,0.7602000271328663,-1.0558654639112333,0.21742385657597205,-0.0190005266602028,0.01998395812772392,-0.012742092313716038,-0.013473889105853638,-0.019380392527242166,0
0.676864975848888,0.11210332038188169,0.04456882938513022,-0.09762421024117486,-0.07239811378975293,0.1058424810092003,-0.016398078755419206,-0.1341609750858879,0.08630026278233284,-0.09041412831689598,1
0.5098025611363904,-0.02204743915841432,-0.09282003494451116,-0.15235509197194477,0.1363433245183128,0.005400623798506286,0.03950041655575498,0.05611562697729735,0.02857805158623351,0.0022521394751108103,0
0.10578491126425422,-0.11229745064802944,-0.010185221082980148,0.12923383721905102,0.23734771417770825,0.03737694047930287,-0.16251042883855424,0.03934322387026959,0.043413450431886436,0.07052210321798942,0
-0.24488843746706884,-0.008607589274843844,0.031966138796901813,-0.04393930519175307,-0.10799620006396307,-0.1323160167631586,-0.009035568045396463,-0.18606747680102725,-0.17519018440601808,0.048193901679439766,0
0.15585065287372105,-0.03199423951655781,0.02798422069578418,0.08659118067502491,0.18088333161962455,0.035685350433451356,-0.16856017732223014,0.008225649918932243,-0.014031551975169223,0.156147594445559,0
0.05305425004409399,-2.34915383473041,0.3387932894645033,1.126208546486428,0.25566841493724946,0.2159772360227006,0.05727037764929165,-0.055836286874057596,-0.0585007516051094,0.04525469978201037,0
-0.8911895715409938,-0.10234340438373375,-0.10547637528692105,-0.5145660303549375,0.11827148469851873,-0.5687770797837013,1.207475148800313,-1.4201457265793014,-0.10642691038233147,-0.13956227675751276,1
0.3409464964420571,0.5315971207316094,-0.11663645956252566,0.13774375261810695,-0.07447112804732049,0.08505672779455727,-0.012028992954441022,-0.01702339665989648,0.03070107289122731,-0.006653245557633933,0
0.17648499752932897,0.3160930237875055,-0.47361394037660814,0.4142085947356108,0.2452316652969794,-0.13200602393717967,-0.03751350789465382,0.009618698892876209,0.04878620819104239,-0.017914957798307738,0
1.7143284000565555,-0.0951415784838041,0.746912350951592,0.09583581278248299,-0.0636013471238909,-0.1680809229959168,-0.0025521836464972364,0.0025890761178218153,0.09471998797421079,-0.0034658990985720907,0
-1.299382674217666,0.16993153916511908,-0.6179141987054008,-0.28386573566812384,0.9477359460590604,-0.2828388670259989,-0.7858150642299092,-0.915682075133176,0.2067387408868357,-0.3387295718097406,0
4.406201772543445,2.480039160802942,-3.965598210613375,1.4336406700164237,-0.8878769618684673,0.11322677813023602,-0.2175033575810428,-0.12694528084046455,0.5654333800537678,-0.06416317605017025,1
-0.6264262347196785,-0.39856827369979037,-0.5350097450689331,0.30471104589565734,-0.10467565486553007,-0.07423947449922638,0.028016121185909057,0.026817178309169347,0.022120077151187034,0.05925081374373856,0
-1.8484231835519527,-0.5305346955135194,-0.7082189697242528,0.09433370559711061,-0.01853725530999108,-0.11510453440783965,-0.021678426381883376,0.02534891261282623,0.08183700274018002,-0.04744399902006865,0
-3.85734584817465,-4.573490124055085,5.976939921786007,-3.723431801032156,-0.8060422165740985,0.938485099990976,-0.13197181956823129,-0.44018171468371675,0.20162802014906966,0.30451466709872543,1
0.08497476985699502,0.8920494864070899,-0.06368821704707152,0.27849291471336546,0.003958293724817355,0.07780903207011623,0.004939472727959202,-0.009919897501082265,0.03613685880730519,-0.025381239712921357,0
0.19485341084154625,0.4880730698390407,0.3442781704691304,0.08581148728064053,0.05082652546818056,0.03178251186551185,0.06939257213633516,0.015308474677499928,-0.07303112613258364,-0.04153035323155882,0
2.682850462140593,-0.06861954143490065,0.7562863166367546,0.8189123208650457,0.039667680590332544,1.6457061096896828,1.587731970300422,2.2099856467439074,0.31880177255661674,0.08437748636875614,1
0.5714935529514261,0.14367857006634982,0.2079093351766417,0.07072787107711477,0.1097724739338875,0.05656695194863615,0.006077711050763746,-0.02774689626942786,-0.02868831686959904,-0.014674614774098043,0
-0.18656170739353758,-0.006485463885513477,0.2756060141388207,0.12713433223730256,0.08979974907542189,0.004500012981386578,-0.004413949078790256,0.004662116252632739,-0.018485599108351135,0.0056207930519387005,0
-1.7141030534510238,2.8007806956895775,-1.9908041594554584,2.0258418938284097,-0.5957954324069623,0.3057339372558599,-0.13939013318681395,-0.10451465112698373,0.20624458490326966,-0.11364988800000315,1
0.35350607104635096,0.060299740375527676,0.1216594261378117,-0.10053591860671497,0.015102618513675777,-0.25402447442401804,-0.1327144935094409,-0.1879783585661599,0.19585648304573205,-0.3545584411554106,0
0.1093751087229519,-1.4913347067451086,-0.6932479181962209,0.2370714502947266,-0.2828648028823472,0.3146659013664134,-0.01629201581396437,-0.10709233785166972,0.010149322288365988,0.050523268308979956,0
1.3804747059084364,-0.12641139858702846,-0.6030625490488708,-0.23544645832746638,0.10642987692474307,-0.09473706620522329,0.05273066385064279,0.009652857529370304,-0.07863591566487789,0.0013410710907776327,0
1.4189040064524612,0.2875551686326853,-0.08542820068837201,-0.8039372626012198,0.10350864935115126,-0.09619237871987377,0.02153662595645246,0.07512546490542273,-0.08459499364153882,0.0034127369774302,0
0.7033193820747944,0.15354587756478588,-0.027546069260401155,0.09218149799289425,0.45462295354201093,0.15372856498880802,-0.08949424934827044,0.4215959952246968,0.06815018223583305,0.2592244698925299,1
2.283446408304078,0.13941864438072318,0.4271245936139768,0.5224744720612625,0.18026764445250423,0.9904102763493382,0.6678107028742678,1.3405902325509422,0.27224951653126206,0.1566831819416547,1
0.8109585191795664,0.420520981478175,0.11405628767040929,-0.18572944659958004,0.11507752177310707,0.009809071643151767,0.005215291796868595,-0.02429786184932583,0.054281846316853705,0.005698875496837387,0
-3.686434021469959,-1.7332533555974208,0.7960377574547461,0.33707170467256514,-2.191370073841163,-1.65416806990638,0.04089110568360685,0.5075274182422372,0.1065968954326946,0.0077663337431839105,0
0.20489617085622275,0.18242729824167803,0.17344001240194146,0.1655697889308537,0.3418500671009333,0.284411982227665,0.7075409358676757,0.5919600484479669,-0.07938477620819158,-0.0698343577092319,1
-7.042794234228081,-4.974536131167372,5.560433652558908,-3.4835160608459854,1.695629152556768,-0.34962559394290516,0.019293585428570095,0.19053162595954393,0.41641555151044335,-0.05437973093736997,1
-0.45927996569465546,-0.3547958109124548,0.11475756713748567,-0.23872538009000013,0.010025500547468183,-0.03121257449675052,-0.022524281999986115,-0.01889345090097471,0.03145245007131249,0.06348528918755632,0
-0.14653123943766505,-0.14982755063669023,0.09731223476675543,0.03785119621422027,-0.0033928670843357497,-0.044666100373556346,0.007937795080810434,0.010082737891908842,0.0017673156799078867,0.0002988787807928455,0
0.16900813554605207,0.13595130929387722,0.23917198426558647,0.013061569214379929,-0.14638043394500222,0.011504282697030386,-0.20593178516144842,0.32038529914014524,-0.31255284708478087,0.24935495124789492,0
0.10798437304513998,-0.7243453979078353,-0.48733910284192333,-0.17996362502293847,0.007330143277649787,-0.08932739587789604,-0.010596857565790175,-0.008113669678453022,0.03047335120086388,0.01774190650884515,0
-0.24389488862156006,-0.37242190060569663,0.22039704929516157,-0.1535064510354649,-0.16702036480391202,-0.11246917494427472,0.38527640440358574,0.3545239454405342,-0.2646937462380003,-0.4481816756227998,0
0.7796671181742354,2.456512867665561,-1.0999173931435826,-0.8914557734594876,0.17283803092816347,-0.09132341742819748,-0.008166526070959487,-9.673507208757568e-05,0.09340917384083904,-0.008543266968485945,0
0.39196271123407195,-0.17581821871934505,0.27255990269224206,-0.04038919332317278,0.04158627503437389,-0.032055673222635875,0.007366275088396135,0.008963368084104745,-0.014840993192788763,0.005477326143439732,0
